TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss,CustomerLoyaltyPeriod,InsurancePolicyState,Policy_Deductible,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
0,0.0,0,2,3,,2,0,65546,11474,8174,45898,32,1,5,6,0,0,37,1,687,1353.81,3,12,2009,0
3,,4,1,1,,2,0,6337,1267,634,4436,29,1,3,13,62500,-66900,123,2,568,1178.13,1,3,2000,0
3,,2,2,1,,2,1,7034,1407,703,4924,28,0,3,13,0,-66900,54,2,917,1050.02,1,7,2003,0
3,,4,4,1,,2,0,6381,1059,801,4521,29,0,3,13,62500,-66900,121,2,646,1178.06,2,7,2001,0
3,,2,1,1,,2,0,6429,1286,643,4500,29,0,5,13,62500,-39700,114,2,614,1161.36,2,3,2000,0
2,2.0,0,4,1,0.0,0,1,62087,11964,8767,41356,35,1,4,0,0,0,187,0,1000,1500.66,5,8,2003,1
3,,2,2,1,,2,1,7036,1407,704,4925,28,1,3,13,0,-39700,54,2,918,1049.52,2,3,2003,0
1,,4,2,1,,2,0,6578,862,998,4718,29,0,3,13,0,-29900,104,2,805,1150.77,1,3,2003,0
1,,4,5,1,,2,1,5836,542,1564,3730,37,0,0,0,0,-65500,225,1,1142,1155.96,4,9,2013,0
1,,4,5,1,,2,1,5226,507,1346,3373,40,0,0,8,39600,-65500,241,1,1408,1162.67,0,9,2012,0
1,,4,5,1,,2,1,5193,505,1334,3354,40,0,0,0,0,-82400,242,1,1422,1163.03,4,8,2012,0
1,,4,3,1,1.0,1,1,8593,1479,949,6165,42,1,0,9,0,-29200,251,1,1851,1296.74,4,9,2006,0
0,1.0,1,5,3,0.0,0,1,57271,6126,8264,42881,40,1,6,5,62400,0,236,2,2000,1742.04,1,4,2010,1
1,,4,5,1,,2,1,4748,480,1174,3094,42,0,0,0,0,-65500,254,1,1617,1167.92,0,8,2012,0
2,2.0,1,4,3,,1,0,61543,9468,9468,42607,43,1,4,8,0,0,281,1,1085,1483.39,2,3,1999,0
0,0.0,0,4,2,,2,0,70571,10857,10857,48857,46,1,1,8,0,0,279,1,1655,1271.31,2,4,1998,0
0,1.0,1,4,3,0.0,1,1,55617,5483,10965,39169,35,0,6,12,0,0,127,2,1862,1871.44,5,4,2013,1
0,2.0,0,1,3,1.0,1,0,77551,13010,13010,51531,44,0,4,8,49700,-46500,256,2,726,1260.57,4,12,2000,0
0,2.0,4,1,2,0.0,2,1,81986,13130,13130,55726,46,0,4,3,49700,-46500,276,1,869,1297.84,0,14,2001,1
0,2.0,4,6,1,0.0,2,1,76178,7915,14981,53282,42,0,4,13,49700,-39500,259,0,1000,1289.37,4,10,1998,0
0,2.0,0,2,3,0.0,1,0,70904,12831,12831,45242,40,0,4,8,88400,-59100,225,2,513,1204.72,4,14,1999,1
2,1.0,0,6,1,0.0,2,1,76059,7851,15001,53207,42,0,4,13,0,-39500,258,0,1000,1288.86,5,10,1998,0
2,1.0,4,2,2,0.0,2,1,80919,10470,14145,56304,45,0,4,13,0,-59100,276,0,1000,1309.86,4,10,2000,0
2,2.0,4,2,1,0.0,2,1,77597,8680,14731,54186,43,0,4,13,49700,-39500,264,0,1000,1295.5,5,14,1999,0
0,1.0,3,3,3,1.0,2,0,95816,17838,15544,62434,36,1,3,9,0,-31400,168,0,636,1520.32,2,9,2010,0
0,1.0,3,6,3,0.0,1,1,87444,17153,10256,60035,41,1,5,6,38100,-53800,261,1,908,1571.0,4,4,2008,0
0,1.0,1,6,3,1.0,2,0,95826,17839,15550,62437,36,0,5,6,38100,-53800,168,1,635,1520.27,4,9,2010,0
0,0.0,1,2,3,,2,0,96637,17570,17570,61497,34,0,5,9,0,-31400,124,1,500,1458.47,4,9,2010,0
0,0.0,0,6,3,0.0,2,0,81088,13713,13713,53662,37,0,5,6,38100,-31400,55,0,935,1236.66,1,9,2013,1
0,1.0,1,2,3,0.0,2,1,89528,16278,16278,56972,35,0,5,6,38100,-31400,127,0,500,1380.87,4,9,2008,0
0,1.0,1,6,3,0.0,2,0,99253,18006,18006,63241,34,0,5,9,38100,0,119,0,517,1484.97,1,9,2011,0
2,0.0,1,5,1,0.0,0,1,70598,6671,6671,57256,42,0,0,8,0,0,241,1,793,1522.65,5,5,2004,1
0,0.0,1,6,3,0.0,2,1,62976,11450,5725,45801,30,0,0,1,57800,-53300,126,1,1210,1339.66,1,12,2011,1
0,1.0,0,6,3,0.0,2,1,57226,11010,5505,40711,34,1,5,1,0,0,164,1,1000,1247.12,1,9,2011,0
0,0.0,0,6,3,0.0,2,1,68226,12405,6202,49619,35,0,6,6,57800,-53300,186,1,1902,1345.37,5,4,2007,0
0,2.0,0,1,3,,2,1,55505,10948,5474,39083,36,0,6,8,0,0,187,0,1000,1209.5,0,9,2011,0
0,2.0,3,4,3,1.0,1,0,50961,10192,5096,35673,36,1,0,2,0,0,211,0,517,1160.63,2,1,2004,0
0,1.0,4,1,3,0.0,0,0,78824,13254,12904,52666,45,1,3,7,0,-51100,256,0,527,1098.85,4,3,2004,1
2,1.0,1,5,1,,2,1,52460,5777,6010,40673,61,1,4,13,66200,-49700,437,2,605,1068.53,5,3,2004,1
0,0.0,4,6,3,0.0,0,1,62854,12279,7598,42977,46,1,2,13,0,-51100,304,1,866,1347.47,4,2,2001,0
0,0.0,0,2,3,0.0,0,0,69256,12961,8706,47589,45,1,2,7,0,0,283,0,832,1268.9,4,11,2001,0
0,2.0,0,4,3,0.0,0,0,58337,11667,5834,40836,41,1,2,4,0,0,260,0,790,1274.7,4,11,2001,0
0,0.0,0,4,3,1.0,0,0,62239,12448,6224,43567,44,1,0,2,0,-51100,286,0,935,1335.05,2,11,2000,0
1,,4,4,1,,0,1,3769,542,542,2685,41,1,5,6,47600,-39600,223,0,829,1412.47,0,6,2011,0
1,,4,4,1,0.0,0,1,4952,781,781,3390,48,0,4,7,0,-50000,313,0,802,1346.47,3,13,2008,0
1,,4,5,1,0.0,0,1,2761,487,487,1787,39,1,5,6,0,-39600,198,0,982,1395.59,1,6,2009,0
1,,4,6,1,,1,1,3625,403,403,2819,36,0,0,6,0,-50000,189,0,890,1431.92,2,13,2010,0
3,,4,5,1,,2,0,7220,1085,682,5453,36,0,0,0,0,-48800,94,1,1416,1144.46,0,1,2012,0
1,,2,2,1,,2,0,7229,1092,682,5455,36,0,0,7,75400,-48800,95,1,1405,1142.64,1,8,2012,0
3,,4,2,1,0.0,1,0,6806,860,661,5285,35,1,2,7,42900,-90200,38,1,1688,1233.83,1,10,2012,0
3,,4,5,1,,0,0,3924,430,430,3064,40,1,2,7,45300,0,188,0,1078,1423.98,2,8,2015,0
2,2.0,0,5,2,1.0,0,1,52391,3118,5380,43893,39,0,0,10,61500,0,214,1,1000,1351.95,1,2,2005,1
1,,4,2,1,,2,0,7383,1215,685,5483,35,1,0,7,0,0,109,1,1233,1113.84,0,1,2012,0
3,,2,2,1,,1,0,6710,678,670,5362,37,1,2,0,0,-48800,48,1,1989,1240.14,0,1,2011,0
3,,2,5,1,,2,0,7261,1117,683,5461,36,0,0,0,75400,0,98,1,1370,1136.8,1,8,2012,0
1,,2,2,1,0.0,1,0,5519,568,568,4383,38,0,2,11,75400,0,107,1,1608,1319.43,2,8,2013,0
0,2.0,4,4,3,1.0,1,0,50676,10361,5463,34852,37,1,0,1,0,0,210,0,500,1149.39,2,8,2004,0
0,2.0,4,2,3,1.0,0,0,51182,11111,6649,33422,39,1,0,1,0,0,216,0,500,1137.62,2,1,2005,0
0,1.0,1,2,3,,0,0,50042,10750,8155,31137,44,1,0,1,0,0,244,0,500,1066.72,0,14,2003,0
0,1.0,4,4,3,1.0,0,0,51660,11821,7772,32067,42,1,0,1,0,0,221,0,500,1126.47,1,1,2006,0
0,1.0,3,4,3,1.0,1,0,45876,5097,5097,35682,28,1,1,10,0,-59900,68,0,928,1451.81,5,5,2002,0
0,1.0,0,4,3,1.0,1,0,44195,5215,5215,33765,29,1,1,12,35100,-41100,63,2,1000,1438.03,5,5,2001,0
0,1.0,3,4,3,,1,0,44175,5220,5220,33735,29,1,1,10,61400,-59900,63,2,1000,1437.78,5,1,2001,0
0,1.0,0,2,3,1.0,1,1,50908,8138,5346,37424,31,1,3,10,67800,-59900,132,0,756,1439.08,5,5,2003,0
0,0.0,3,6,3,,1,0,70815,13042,6521,51252,27,0,2,1,26500,0,93,1,500,994.57,3,7,2002,0
0,1.0,0,2,4,1.0,1,1,41588,6033,6033,29522,31,1,1,12,61400,-41100,26,0,1000,1402.51,5,1,2002,0
0,1.0,3,4,3,1.0,1,0,45262,5029,5029,35204,29,1,1,9,0,-59900,71,0,974,1449.25,5,5,2001,0
0,1.0,3,2,4,,1,1,39885,6568,6568,26749,32,1,1,12,35100,-59900,2,0,1000,1379.3,5,5,2002,0
0,1.0,3,1,3,,0,1,47542,10771,7354,29417,31,0,1,13,0,0,15,1,500,1221.17,5,14,2013,0
0,1.0,1,1,2,0.0,1,1,44090,8738,7070,28282,32,1,1,0,67300,0,59,2,500,1171.72,5,14,2009,0
0,0.0,1,2,3,,0,1,51992,9676,8818,33498,29,0,4,6,0,-88300,30,1,644,1183.46,5,7,2011,0
0,1.0,3,3,3,,0,1,48898,10042,7079,31777,30,0,4,13,0,-88300,20,1,600,1223.24,5,10,2014,0
0,2.0,1,6,3,0.0,0,1,56642,10310,5664,40668,37,1,0,0,26500,0,150,1,579,1332.01,3,11,1999,1
0,1.0,1,2,3,,0,1,48223,10938,7351,29934,31,0,4,13,63600,0,10,1,515,1228.25,5,10,2014,0
0,1.0,1,1,3,0.0,0,1,46579,10204,7275,29100,31,0,1,13,67300,0,27,1,500,1207.37,1,3,2012,0
3,,4,6,1,1.0,0,1,6051,601,1162,4288,44,1,4,4,53900,0,293,2,1080,1219.9,4,7,2003,0
3,,4,6,1,1.0,0,1,6051,601,1162,4288,44,1,6,4,52600,0,293,2,1080,1219.89,1,6,2003,0
3,,4,6,1,1.0,1,0,MISSEDDATA,555,858,4386,44,0,4,8,53900,0,289,2,1503,1185.11,4,0,2006,0
3,,4,6,1,1.0,0,1,5808,556,870,4382,44,1,4,8,53900,0,290,0,1486,1186.51,1,6,2006,0
3,,2,6,1,1.0,1,0,5651,528,681,4442,44,1,6,8,53900,0,287,0,1749,1164.92,4,6,2008,0
3,,4,6,1,1.0,0,1,6043,600,1151,4292,44,1,6,8,53900,0,293,2,1095,1218.66,4,6,2003,0
3,,2,6,1,0.0,0,1,6538,865,1202,4471,46,0,6,4,0,0,297,0,1000,1322.37,5,10,2002,0
0,2.0,4,4,3,0.0,2,1,84375,11564,7098,65713,37,0,3,13,51300,-78600,188,1,705,1029.05,2,4,2005,1
3,,2,6,1,0.0,1,0,6994,1130,1184,4680,49,0,6,4,0,0,299,0,1000,1422.34,5,6,2001,0
2,1.0,1,3,1,0.0,2,0,73306,14661,14661,43984,43,1,2,12,0,-41300,282,1,2000,1062.5,2,8,2004,0
2,0.0,3,5,1,,2,1,64918,11092,6362,47464,43,1,6,12,0,-74300,264,1,2000,926.44,0,8,2006,0
2,1.0,1,3,1,0.0,1,0,76630,15326,15326,45978,45,1,2,8,0,-41300,304,1,2000,975.55,5,14,2008,0
2,1.0,1,4,1,0.0,2,0,69474,13895,13895,41684,41,1,4,8,0,-41300,256,1,2000,1162.75,5,14,2000,0
2,1.0,4,3,1,,1,0,80421,15887,15887,48647,45,1,4,12,0,0,309,1,2000,959.54,5,8,2009,0
0,1.0,0,5,3,1.0,2,1,65343,8934,8934,47475,25,1,0,8,51300,0,70,1,573,954.4,2,4,2010,1
2,0.0,0,3,1,1.0,1,1,66715,9684,9684,47347,36,0,5,10,0,0,161,1,500,1603.07,2,6,2000,0
2,0.0,0,0,1,1.0,1,1,70716,7260,9949,53507,37,1,5,5,42200,-48000,201,0,500,1648.29,3,7,1998,0
2,0.0,4,2,1,1.0,2,1,68896,6886,10348,51662,38,0,6,10,0,-48000,214,1,500,1631.46,2,3,1999,0
2,1.0,0,3,1,0.0,1,1,60334,10379,10379,39576,37,1,5,2,0,0,165,1,500,1538.96,2,6,2001,0
2,1.0,0,4,1,0.0,1,1,62138,6904,6904,48330,35,1,3,0,0,0,170,1,500,1590.71,3,12,2000,0
2,0.0,0,0,1,0.0,1,1,70910,7300,9906,53704,37,0,5,10,0,0,200,0,500,1650.09,3,3,1998,0
2,0.0,0,3,1,1.0,1,1,71497,9164,9164,53169,35,1,4,10,0,0,158,1,500,1651.1,2,6,1999,1
2,0.0,4,0,1,0.0,2,1,65503,6188,11094,48221,40,1,5,5,42200,-48000,239,1,500,1600.07,3,7,1999,1
2,1.0,1,4,1,1.0,0,1,67892,12344,12344,43204,44,1,6,9,0,0,248,0,1412,1240.57,2,14,2003,0
2,1.0,4,1,3,1.0,2,1,43628,4137,7762,31729,36,1,5,4,0,-52500,172,2,500,1185.17,1,12,2006,1
2,2.0,1,4,1,1.0,0,1,62389,10841,11455,40093,45,0,4,9,0,-54700,265,1,1000,1283.01,2,6,2003,0
2,2.0,1,4,1,,0,0,61555,8613,11765,41177,47,0,4,7,0,-54700,280,1,1000,1402.13,5,6,2004,0
2,2.0,1,4,1,1.0,0,0,61531,8548,11774,41209,47,0,4,9,0,-54700,280,1,1000,1405.6,2,14,2004,0
2,0.0,1,4,1,0.0,0,1,60110,9687,9687,40736,45,0,5,9,0,-45100,268,0,1000,1247.55,2,14,2004,0
2,2.0,3,6,1,0.0,0,1,87729,14711,14711,58307,39,0,4,1,27000,-45100,225,1,1219,999.86,5,4,2000,0
2,1.0,1,6,1,1.0,0,1,86385,14385,7267,64733,53,0,5,1,27000,-34600,336,1,500,1202.21,5,4,2001,0
2,1.0,3,6,1,,0,1,102252,15731,15731,70790,35,0,5,2,0,-60000,162,1,500,695.73,2,4,1999,0
2,1.0,1,6,1,1.0,0,1,85977,13960,9197,62820,49,1,5,1,0,-34600,306,1,500,1097.28,2,4,2000,0
2,1.0,1,6,1,1.0,0,1,102603,15785,15785,71033,35,0,5,2,27000,-58900,161,1,500,691.84,5,5,1999,0
2,0.0,0,4,1,1.0,0,1,89519,15829,15829,57861,38,0,5,12,27000,-58900,212,1,1718,1079.54,2,4,2002,0
2,1.0,1,6,1,,0,1,98162,15102,15102,67958,36,0,6,2,0,-60000,182,1,500,741.02,2,4,1999,0
2,0.0,0,4,1,1.0,0,1,89758,15978,15978,57802,38,0,5,1,27000,-45100,210,1,1785,1090.15,2,6,2002,0
2,1.0,3,6,1,1.0,0,1,104649,16100,16100,72449,34,0,5,2,0,-60000,151,1,500,669.19,2,5,1999,0
3,,2,2,1,1.0,2,1,5546,520,1040,3986,37,1,5,12,0,-31700,198,0,617,1090.48,5,10,2008,0
3,,2,6,1,,2,1,4132,369,737,3026,38,1,4,0,0,-43400,228,0,677,1074.49,0,8,2007,0
2,2.0,3,2,1,1.0,1,0,53432,6190,6625,40617,24,0,2,11,0,-71900,74,2,973,1090.11,5,1,2005,1
3,,2,1,1,,1,1,2109,478,56,1575,43,1,6,12,0,-31700,265,2,500,1284.76,5,4,2011,0
3,,4,2,1,1.0,2,1,6951,685,1371,4895,31,1,5,7,0,-31700,112,0,892,1193.86,5,10,2004,0
3,,2,6,1,,2,1,4357,391,782,3184,38,1,5,0,0,-43400,230,0,628,1066.83,0,4,2008,0
3,,2,6,1,,2,1,3532,309,618,2605,37,1,4,12,0,-31700,223,0,807,1094.98,0,4,2004,0
1,,2,2,1,,1,1,2381,475,137,1769,42,1,4,12,49000,-31700,262,2,500,1261.99,4,4,2011,0
0,2.0,1,5,3,,2,0,52799,9457,5280,38062,37,0,0,5,57000,0,79,1,2000,1669.41,3,2,2007,0
0,2.0,1,5,3,,2,0,51881,10223,5111,36547,36,1,0,5,0,0,74,2,2000,1643.89,1,2,2006,0
0,2.0,1,5,3,0.0,2,0,52475,10225,5113,37137,37,1,5,2,0,0,89,0,2000,1591.76,1,14,2006,0
0,2.0,4,5,3,,2,0,56511,7788,5651,43072,38,1,0,5,57000,0,136,1,2000,1574.82,3,10,2011,0
0,2.0,1,5,3,0.0,2,0,52885,10227,5113,37545,37,0,0,2,0,0,100,2,2000,1555.63,1,2,2006,0
0,2.0,1,5,3,,2,0,53617,10230,5115,38272,37,1,5,2,0,0,120,2,2000,1491.33,1,2,2006,0
0,1.0,3,4,2,0.0,2,1,90631,15105,15105,60421,55,0,3,13,0,-22300,428,2,2000,1193.4,0,5,1999,1
2,2.0,3,4,1,0.0,2,1,102450,16759,16759,68932,53,0,5,3,29600,-66800,418,2,2000,1100.28,1,5,1998,0
2,0.0,4,4,2,,1,1,98645,16441,16441,65763,53,0,5,8,42900,-39100,425,2,2000,990.27,0,5,2002,0
2,2.0,3,4,1,0.0,2,1,102062,16769,16769,68524,53,0,5,0,29600,-66800,420,2,2000,1099.67,1,11,1998,0
2,1.0,4,4,2,0.0,1,1,78378,13063,13063,52252,56,0,5,0,0,-22300,431,0,2000,1308.72,0,5,2001,0
0,1.0,0,2,3,,0,1,62927,12716,6358,43853,36,1,1,13,0,-68800,186,0,1000,1397.37,3,5,2006,1
0,0.0,4,4,3,,1,1,97676,16279,16279,65118,53,0,5,8,29600,-22300,425,0,2000,942.04,1,11,2004,0
2,0.0,1,6,2,,1,1,98221,16370,16370,65481,53,0,5,8,29600,-39100,425,2,2000,969.18,0,5,2003,0
2,2.0,4,6,1,0.0,2,1,102507,16758,16758,68991,53,0,5,3,29600,-22300,418,2,2000,1100.37,1,5,1998,0
0,2.0,4,4,2,1.0,2,1,89995,14999,14999,59997,55,1,5,13,29600,-22300,429,0,2000,1199.39,0,5,1999,0
2,0.0,3,5,1,1.0,2,1,86252,10735,14921,60596,29,0,5,12,51100,-72400,127,1,500,1200.24,5,1,2010,1
2,1.0,1,5,1,1.0,2,1,97137,17082,17082,62973,32,0,6,12,51100,0,172,0,676,1389.49,5,1,2011,0
2,2.0,3,5,1,1.0,2,1,87994,12878,15519,59597,28,0,6,7,51100,0,121,2,500,1260.62,5,1,2010,0
2,2.0,1,2,1,1.0,2,1,100854,15555,15555,69744,34,0,2,11,0,-48300,146,0,992,1277.17,0,9,1998,0
2,2.0,4,5,1,1.0,2,1,96118,16993,16993,62132,31,0,5,9,51100,0,162,0,647,1385.23,5,14,2011,0
2,2.0,4,5,1,1.0,2,1,98769,15763,15763,67243,32,0,5,11,0,0,139,0,888,1295.44,0,9,2000,0
2,1.0,4,4,1,1.0,2,1,102737,17575,17575,67587,36,0,6,12,70900,0,228,0,836,1412.84,5,1,2013,0
2,0.0,3,2,1,,1,1,65333,5841,9302,50190,52,1,5,10,0,0,360,2,1000,1169.93,1,9,2012,0
2,1.0,0,1,1,,1,1,58625,6332,6332,45961,44,1,0,6,0,-61500,301,2,1000,811.51,1,10,2013,0
2,2.0,3,2,1,,1,0,70493,6015,11187,53291,55,1,5,2,0,0,392,2,1000,-1.0,4,6,2012,0
2,0.0,0,2,1,0.0,0,1,56877,5557,6212,45108,47,1,2,2,0,0,308,2,1000,1146.76,4,9,2013,0
2,2.0,3,2,1,0.0,1,0,73285,6109,12207,54969,57,1,5,2,55600,0,409,2,1000,1191.71,1,6,2012,0
2,0.0,0,2,1,,2,1,62368,10012,5293,47063,43,1,6,5,46400,0,261,1,1895,951.82,0,9,2006,1
2,0.0,1,1,1,,0,1,86288,8757,15689,61842,38,0,3,13,0,0,209,1,917,1089.63,3,10,2006,1
2,0.0,0,2,1,,0,1,60286,5671,7458,47157,49,1,5,2,55600,0,329,2,1000,1156.1,4,6,2013,0
2,1.0,1,1,1,,1,1,58759,6362,6362,46035,44,0,0,6,42900,0,301,2,1000,799.57,1,9,2013,0
0,1.0,0,1,3,0.0,0,1,32528,5904,2963,23661,30,0,3,12,0,-57700,135,0,2000,1338.51,5,2,2003,0
0,0.0,0,1,3,1.0,1,1,18288,2312,2312,13664,34,0,3,12,0,-57700,176,0,2000,1057.38,0,11,2009,0
0,1.0,0,1,3,,1,1,44888,8053,8053,28782,31,0,4,9,0,0,102,0,2000,1021.47,4,11,2013,0
0,1.0,0,1,3,0.0,0,1,29179,5062,2799,21318,31,0,4,4,0,-57700,145,1,2000,1273.78,5,2,2004,0
0,2.0,4,1,3,,0,1,36179,4522,4522,27135,39,0,3,12,0,-57700,237,0,1069,1246.63,4,2,2010,0
0,1.0,4,1,3,,1,1,25669,3905,3905,17859,33,0,4,12,0,-57700,156,0,2000,1047.42,4,2,2010,0
0,1.0,0,1,3,1.0,1,1,37631,6487,6487,24657,32,0,4,9,0,-57700,122,0,2000,1031.27,4,2,2012,0
2,0.0,1,2,1,,0,1,MISSEDDATA,7764,15529,62115,36,1,5,9,0,0,191,0,818,1209.2,4,0,2006,1
3,,4,2,1,,2,1,4186,560,800,2826,45,0,3,0,0,-39200,269,1,2000,1237.78,0,8,2010,0
3,,4,6,1,1.0,0,1,4724,551,522,3651,30,0,5,10,0,-34700,121,1,1053,1189.99,2,4,2013,0
3,,4,2,1,,2,1,4237,581,790,2866,44,0,3,0,0,-39200,268,0,2000,1247.38,2,8,2010,0
3,,4,2,1,1.0,1,1,5204,891,539,3774,36,0,3,10,0,-39200,193,2,1640,1374.63,2,4,2011,0
3,,2,6,1,1.0,1,1,5472,1080,549,3843,39,0,5,10,0,-39200,234,1,1965,1477.0,2,4,2010,0
3,,4,6,1,0.0,1,1,5581,996,558,4027,40,0,6,4,0,0,232,0,2000,1454.47,2,4,2009,0
2,1.0,0,4,1,1.0,0,1,78657,9913,15276,53468,37,0,6,7,62700,0,169,1,1000,1013.6,2,2,2008,0
2,1.0,0,5,1,1.0,0,1,94072,15631,17431,61010,31,0,2,0,62700,0,142,1,1000,995.62,0,2,2007,0
2,0.0,0,5,1,1.0,0,1,71711,7337,14305,50069,40,0,2,7,50000,0,181,1,1000,1021.71,2,2,2008,0
2,1.0,0,5,1,1.0,0,1,72580,7659,14427,50494,39,1,2,7,62700,-56900,179,2,1000,1020.69,2,2,2008,0
2,1.0,0,5,1,0.0,0,1,103950,16968,16968,70014,32,0,2,0,62700,0,142,2,671,775.05,5,7,2002,0
1,,2,1,1,1.0,0,1,4852,921,921,3010,53,1,0,7,25000,-51500,394,1,1506,1360.89,3,14,2006,0
1,,2,4,1,1.0,0,1,6579,1196,680,4703,50,1,3,12,98800,-65300,357,1,2000,1548.92,3,14,2009,0
1,,2,1,1,0.0,0,1,5283,968,968,3347,56,1,0,12,0,0,438,1,1902,1424.88,3,14,2008,1
1,,2,4,1,0.0,0,1,4458,877,877,2704,50,1,0,7,25000,-51500,354,1,1145,1302.58,3,6,2005,0
3,,2,4,1,0.0,0,1,5556,1010,938,3608,56,1,3,12,25000,-65300,436,1,2000,1455.85,1,9,2008,0
2,1.0,4,4,1,,1,1,56535,5965,5965,44605,35,1,2,4,0,-57500,182,1,1444,1059.26,4,10,2001,0
2,2.0,4,4,1,1.0,1,1,66626,7454,7454,51718,25,0,3,5,0,0,89,1,993,1193.68,0,13,2013,1
2,1.0,4,4,1,0.0,1,1,51671,5559,5559,40553,40,0,5,12,66400,-34400,243,1,849,1131.17,1,3,2004,0
2,2.0,4,4,1,,0,1,48448,2346,5383,40719,42,1,4,7,59400,-57500,255,1,1000,1199.49,4,10,2002,0
2,2.0,4,4,1,,1,1,53330,5777,5777,41776,37,1,2,4,68500,-52600,219,1,1209,1073.55,4,10,2001,0
2,2.0,4,6,1,,1,1,50285,5283,5587,39415,39,1,4,7,59400,-57500,252,2,1000,1097.57,2,1,2001,0
2,1.0,4,4,1,,2,1,53038,5499,5499,42040,42,0,3,12,68500,-34400,233,2,674,1183.25,4,10,2008,0
2,1.0,3,4,1,,1,1,49065,3331,5452,40282,41,1,3,7,68500,-57500,254,2,1000,1165.29,2,10,2001,0
2,1.0,1,4,1,,1,1,55565,5908,5908,43749,36,1,2,1,68500,-52600,193,1,1373,1063.58,2,4,2001,0
2,0.0,4,6,1,0.0,0,1,56867,5687,8428,42752,41,1,4,5,0,0,284,0,1494,1356.84,4,9,2013,0
2,0.0,0,6,1,0.0,0,1,51727,6156,10127,35444,48,0,4,1,0,-46000,348,0,2000,1341.91,3,4,2011,0
2,0.0,4,6,1,,0,1,42620,7619,7778,27223,49,0,4,5,0,0,323,0,2000,1279.71,3,4,2007,0
2,2.0,4,4,1,1.0,0,0,62697,9399,9399,43899,31,0,3,2,58600,0,140,1,500,1242.18,5,13,2006,1
2,0.0,0,6,1,0.0,0,1,57252,5725,7675,43852,39,0,4,4,0,-91400,262,0,1351,1353.79,1,9,2013,0
2,0.0,1,4,1,,1,1,47084,7134,8878,31072,42,1,4,5,0,-45300,301,2,2000,1246.23,4,4,2004,0
2,1.0,1,0,1,0.0,0,1,52049,6200,10189,35660,45,1,5,3,0,0,335,2,2000,1317.87,4,9,2009,0
2,0.0,4,0,1,0.0,0,1,54330,5770,10791,37769,46,0,5,5,0,0,351,2,2000,1350.79,4,4,2011,0
3,,4,5,1,1.0,1,1,7259,1320,660,5279,33,0,2,0,42900,-90200,62,1,1000,1159.8,0,1,2014,0
3,,4,5,1,1.0,1,1,7124,1295,648,5181,32,0,2,7,42900,-48800,36,2,1000,1194.52,0,1,2015,0
3,,4,5,1,,0,0,4460,610,463,3387,38,0,2,11,45300,-20400,158,2,1000,1388.0,0,6,2015,0
3,,2,5,1,1.0,1,1,6490,947,616,4927,31,1,3,7,0,-90200,39,2,1000,1167.26,4,10,2013,0
3,,4,5,1,,1,1,6755,1206,620,4929,33,1,2,11,42900,-90200,34,0,1000,1234.82,2,6,2015,0
3,,4,5,1,,1,1,7156,1301,651,5204,33,0,0,7,42900,-90200,42,2,1000,1186.22,0,1,2014,0
3,,4,5,1,,2,0,7554,1373,687,5494,35,1,2,0,42900,-48800,121,2,1000,1084.23,0,10,2012,0
0,1.0,0,5,3,1.0,0,1,44823,5313,1159,38351,26,1,4,4,56400,0,74,0,2000,1152.41,1,14,2002,0
0,1.0,3,2,3,,0,1,43031,5205,1391,36435,26,1,1,4,63600,0,72,0,1760,1193.17,1,10,2005,0
0,1.0,3,2,3,,1,1,46636,5437,3138,38061,26,1,4,4,29300,0,71,2,1458,1195.66,1,10,2008,0
0,0.0,0,2,3,1.0,0,0,60581,6304,5075,49202,27,1,2,4,56400,-32800,76,0,2000,1021.32,3,4,1997,0
0,1.0,3,5,3,,0,1,42495,5193,0,37302,27,0,1,4,29300,-61200,81,2,2000,1203.41,0,10,2003,0
0,1.0,4,4,4,1.0,0,1,60553,13456,5845,41252,46,1,6,6,36900,0,292,1,500,1433.86,4,11,1998,1
0,1.0,3,5,3,,0,1,42929,5225,0,37704,27,1,4,4,29300,0,82,0,2000,1205.68,1,10,2002,0
0,1.0,3,2,3,,0,1,46004,5397,2831,37776,26,1,1,4,63600,0,72,0,1511,1195.22,1,10,2007,0
2,2.0,4,1,1,1.0,2,1,54578,5651,5651,43276,43,0,5,12,0,0,232,0,569,1285.02,0,11,2010,0
0,1.0,1,4,3,0.0,2,1,52169,8496,8496,35177,48,1,3,5,0,0,334,0,543,1689.6,0,14,2001,0
0,0.0,1,6,2,1.0,2,1,55782,7019,7019,41744,44,1,3,13,0,0,285,0,1000,1590.73,1,11,2006,0
2,0.0,1,6,1,0.0,2,1,58713,8713,8713,41287,46,1,3,13,0,0,282,0,1000,1483.07,0,3,2002,0
0,0.0,1,1,2,1.0,2,1,57035,7743,7743,41549,45,1,2,5,0,-72000,284,0,1000,1544.71,0,11,2004,0
0,1.0,1,4,3,1.0,2,1,52366,8409,8409,35548,47,1,2,5,0,0,332,0,569,1684.22,0,11,2002,1
