TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,PropertyDamage,BodilyInjuries,Witnesses,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CustomerLoyaltyPeriod,InsurancePolicyState,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
0,1.0,4,2,1.0,0,1,28,0,1,7,111,0,1533.39,2,3,2010,0
0,1.0,4,2,1.0,0,1,30,1,3,0,141,2,1615.25,2,5,2010,0
2,1.0,1,4,1.0,0,1,27,0,0,5,104,1,1232.18,0,12,2011,1
2,2.0,0,1,0.0,0,1,28,1,1,1,105,2,1556.82,2,12,2010,0
0,2.0,1,4,1.0,0,1,28,0,1,12,115,0,1416.07,1,3,2010,0
0,2.0,4,2,1.0,0,1,28,1,1,7,97,2,1524.96,2,12,2010,0
0,1.0,3,2,1.0,0,1,28,1,1,7,112,2,1576.32,0,12,2010,0
0,2.0,0,2,1.0,0,1,29,1,4,7,78,2,1456.02,2,5,2009,0
0,2.0,1,2,0.0,1,0,39,0,6,8,243,2,1160.07,4,10,2008,0
0,2.0,3,4,,0,0,37,1,6,6,219,2,1191.8,1,10,2009,0
2,2.0,1,4,1.0,1,0,46,1,6,8,263,0,1237.36,4,11,2008,0
0,2.0,1,2,0.0,1,0,39,1,6,6,243,1,1159.93,1,11,2008,0
1,,2,5,0.0,0,1,30,0,4,10,124,1,1219.84,0,11,2009,0
1,,2,2,,1,1,31,1,4,8,76,1,1425.26,1,11,2000,0
1,,2,6,0.0,0,1,30,0,5,9,124,1,1221.29,0,4,2009,0
1,,2,2,,1,1,31,1,4,8,66,1,1436.41,3,11,2000,0
1,,2,5,,1,1,31,1,4,9,77,1,1423.93,1,12,2000,0
1,,2,5,0.0,0,1,30,1,4,10,122,1,1211.39,0,4,2010,0
1,,2,5,,0,1,30,1,4,9,135,1,1359.35,1,11,1999,0
3,,2,1,,2,0,38,0,5,3,198,2,1291.4,3,14,2010,0
3,,2,1,,2,0,37,0,5,3,181,0,1299.68,5,14,2012,0
3,,2,4,,2,0,36,0,0,11,152,0,1303.54,2,5,2015,0
3,,2,1,,2,1,38,0,5,3,206,2,1287.21,5,14,2009,0
3,,2,6,,2,1,40,0,4,9,199,0,1351.79,0,1,2014,1
0,0.0,3,4,1.0,2,1,25,0,3,12,48,0,1664.42,5,4,2003,1
3,,2,4,,2,1,40,0,5,3,197,2,1350.32,3,14,2014,0
3,,2,4,,2,1,41,0,5,9,212,0,1363.12,0,1,2014,0
3,,2,4,,2,0,36,0,5,3,156,0,1315.53,3,14,2015,0
2,0.0,0,5,,1,0,47,0,0,1,297,2,1144.13,3,13,1999,0
2,1.0,0,5,0.0,1,0,47,0,0,1,294,2,1127.14,3,4,1998,0
2,1.0,0,5,0.0,0,1,49,0,0,1,318,2,1253.37,3,4,2006,0
2,1.0,0,6,,2,1,37,1,3,7,215,2,1173.15,1,13,1997,0
2,1.0,0,5,0.0,0,1,48,0,6,0,306,2,1190.09,3,13,2002,0
2,0.0,0,5,0.0,1,0,48,0,0,0,302,0,1137.72,4,13,1996,0
2,1.0,0,6,,1,0,43,0,3,7,257,0,1133.23,1,13,1996,0
2,2.0,1,4,1.0,0,1,43,1,0,6,277,2,1309.09,2,9,2008,1
2,0.0,0,6,,1,0,43,0,3,0,258,0,1131.79,3,13,1996,0
0,1.0,4,1,1.0,0,1,47,1,6,7,304,0,1484.7,2,5,2002,0
0,1.0,3,6,1.0,1,1,43,1,6,6,295,1,1577.41,2,5,2006,0
0,1.0,3,6,1.0,0,0,46,1,6,3,275,0,1252.61,2,3,2003,0
0,1.0,3,6,1.0,0,1,47,1,3,7,299,0,1449.13,2,3,2002,1
0,1.0,3,6,1.0,0,1,46,1,3,3,304,0,1545.93,2,5,2003,0
0,1.0,3,6,1.0,0,1,45,1,6,6,303,1,1550.73,2,5,2004,0
0,0.0,0,6,1.0,0,0,46,1,4,3,255,0,1364.97,0,5,2001,0
0,1.0,1,2,,0,1,30,0,5,3,141,2,1407.15,4,12,1997,1
2,0.0,3,1,1.0,2,1,54,1,2,10,398,0,1391.29,2,11,1999,0
2,0.0,1,6,1.0,2,1,55,0,2,10,397,0,1381.37,4,11,1997,0
0,2.0,3,2,1.0,2,1,55,1,2,10,437,1,1281.5,2,10,1995,0
0,2.0,4,1,1.0,2,1,55,0,2,8,431,1,1294.67,2,11,1995,1
0,0.0,3,6,1.0,2,1,54,0,2,10,398,1,1389.76,2,11,1999,1
2,0.0,3,3,0.0,2,0,34,1,6,7,193,2,1228.65,4,6,2010,0
0,2.0,1,4,,1,1,40,1,6,4,264,2,1368.99,3,2,2015,0
0,1.0,1,4,,1,1,38,0,2,1,235,2,1249.33,3,7,2015,0
2,2.0,4,6,1.0,0,1,39,0,6,2,251,1,1413.72,3,7,2006,0
0,1.0,4,4,,1,1,41,0,6,4,268,1,1384.37,3,2,2015,0
0,1.0,3,4,,1,1,41,0,5,4,265,2,1391.36,1,8,2014,0
0,1.0,1,4,,1,1,39,1,6,1,239,1,1264.6,3,7,2015,0
2,2.0,0,6,,1,1,41,0,6,2,271,2,1404.92,3,7,2014,0
0,2.0,1,5,,1,1,40,1,6,4,261,2,1355.04,3,2,2015,0
2,2.0,3,4,0.0,1,1,31,1,6,1,126,0,944.18,4,12,2010,0
0,2.0,3,2,0.0,0,1,43,1,4,6,234,2,1454.29,2,1,2012,0
2,0.0,3,4,0.0,0,1,32,1,2,1,121,0,979.78,4,3,2011,0
2,0.0,3,4,0.0,0,1,32,0,2,1,121,0,979.72,4,12,2011,0
2,0.0,1,4,0.0,1,1,30,0,0,11,130,0,951.45,0,12,2006,1
2,0.0,1,4,0.0,1,1,29,0,6,11,130,1,957.01,3,12,2005,0
2,0.0,1,4,,1,1,30,0,6,11,129,0,929.21,3,12,2009,0
0,1.0,0,3,,1,1,33,0,4,11,164,0,1057.07,0,8,2011,0
0,2.0,3,2,0.0,1,0,55,1,1,10,414,0,969.87,4,6,2012,1
0,2.0,4,2,0.0,1,0,57,1,2,13,410,1,1158.72,4,12,2012,0
0,1.0,1,1,,2,1,44,1,2,6,238,0,1611.73,5,13,2006,1
2,2.0,4,2,0.0,1,0,56,1,2,13,412,1,1065.92,4,6,2012,0
0,1.0,4,2,,1,0,59,1,3,13,446,0,1028.4,3,12,2011,0
0,2.0,3,2,,1,0,56,1,1,10,413,1,1022.42,4,6,2012,0
0,2.0,4,4,,1,0,62,1,3,13,458,0,1167.79,3,12,2011,1
0,,4,2,,0,0,40,0,5,3,258,1,1101.68,2,1,2004,0
3,,2,1,,2,1,40,0,5,11,248,0,1250.41,2,14,2005,0
1,,4,2,1.0,0,0,40,0,5,11,251,0,1116.89,5,14,2004,0
1,,4,2,,0,0,39,0,5,3,238,1,1146.13,2,14,2003,0
3,0.0,4,2,0.0,0,1,43,0,0,12,255,0,1180.98,2,14,2014,0
1,,4,2,,0,0,40,0,5,11,248,0,1124.52,2,1,2003,0
0,0.0,4,2,,0,0,40,0,5,11,251,0,1117.94,5,14,2004,0
0,,3,2,,0,1,43,0,0,12,277,0,1104.39,4,14,2011,0
3,,4,2,,0,1,43,0,0,12,256,0,1176.68,2,4,2014,0
2,1.0,0,2,0.0,1,0,31,0,0,2,118,1,1008.45,0,5,2014,0
2,0.0,0,2,0.0,1,0,32,0,0,2,131,1,1018.65,3,5,2014,0
2,2.0,0,6,,1,0,31,0,6,4,111,2,990.18,5,2,2014,0
2,1.0,1,2,,1,0,42,0,6,6,272,2,1393.25,2,11,2003,1
2,1.0,3,6,,1,0,31,0,0,4,104,2,987.55,3,2,2014,0
2,1.0,1,6,0.0,1,0,29,0,0,2,73,2,974.6,3,5,2013,0
2,2.0,0,2,,1,0,31,0,6,4,111,2,990.5,3,2,2014,0
2,2.0,1,5,,1,1,30,0,2,7,76,2,1318.61,1,10,2010,0
2,2.0,1,1,,1,1,28,0,3,8,59,1,1295.88,1,10,2010,0
2,2.0,4,5,0.0,1,1,27,1,3,7,66,2,1311.66,1,5,2008,0
0,2.0,4,6,,1,0,39,0,3,9,27,0,1131.31,5,10,2005,1
2,2.0,4,1,,1,1,28,1,3,8,50,1,1284.4,1,10,2010,0
2,2.0,4,5,,1,0,30,1,2,8,81,1,1325.49,3,13,2011,0
0,2.0,1,5,0.0,1,1,27,1,6,11,55,2,1294.82,3,5,2009,0
0,2.0,0,2,,2,1,47,1,3,13,329,2,1676.3,3,14,2001,0
0,2.0,0,2,,2,0,40,0,3,2,216,0,1389.02,3,14,2006,0
0,2.0,0,2,0.0,2,0,40,1,5,2,220,0,1411.65,3,2,2006,0
0,2.0,4,4,,2,0,42,1,3,8,228,1,1480.88,3,3,2008,0
0,1.0,0,4,,2,0,43,1,3,13,226,1,1508.75,3,3,2010,0
3,,4,2,,1,1,35,1,4,1,193,1,1433.57,5,8,2004,1
0,1.0,1,4,,2,1,46,1,3,13,311,2,1637.36,3,2,2002,0
0,2.0,0,5,0.0,2,0,40,1,3,2,218,1,1398.56,1,2,2006,0
0,2.0,1,4,,1,1,39,0,3,2,260,1,1457.04,4,2,2012,0
0,2.0,4,4,0.0,1,1,40,0,3,2,262,1,1564.29,4,10,2013,0
0,2.0,4,3,0.0,1,1,40,0,0,2,262,1,1559.19,4,10,2013,0
0,2.0,1,3,,1,1,39,0,0,2,259,2,1441.9,4,10,2012,0
0,2.0,1,4,,1,1,40,0,0,2,261,1,1539.51,4,2,2013,0
2,1.0,0,6,0.0,0,1,54,1,1,5,378,2,1293.19,0,14,2001,1
0,2.0,4,4,1.0,1,1,41,0,0,2,270,2,1656.73,1,8,2013,0
0,2.0,4,4,1.0,1,1,43,0,0,2,284,2,1452.85,1,2,2011,0
2,0.0,0,6,1.0,1,1,34,0,6,8,75,2,1154.27,2,4,2011,0
2,0.0,4,4,1.0,1,1,32,0,6,3,108,0,1291.1,2,4,2011,0
2,0.0,4,6,1.0,1,1,34,0,6,3,86,0,1151.62,2,12,2011,1
2,0.0,4,6,1.0,1,1,34,0,5,3,51,0,1170.02,1,12,2012,0
2,1.0,0,5,,1,1,28,0,2,3,70,1,1200.35,0,10,2008,1
2,0.0,4,4,,1,1,34,0,1,3,47,0,1161.37,2,4,2012,0
2,2.0,1,2,,2,1,42,1,4,2,255,0,1231.52,3,2,2014,0
0,0.0,4,2,0.0,2,1,40,1,5,10,233,0,1231.81,4,3,2013,0
2,1.0,4,2,0.0,2,0,40,0,5,1,227,0,1229.18,3,2,2013,0
0,0.0,3,2,0.0,2,1,41,1,3,1,243,0,1236.34,3,2,2014,0
2,2.0,4,2,0.0,2,1,38,0,5,10,186,2,1429.31,3,2,2006,1
2,2.0,4,2,0.0,2,1,40,0,5,10,235,2,1292.72,0,5,2012,0
2,2.0,4,2,,2,1,39,0,5,1,204,2,1379.07,3,5,2008,0
0,1.0,1,4,,0,1,40,1,0,5,221,2,1301.94,0,3,2011,1
0,0.0,1,2,1.0,2,0,29,1,2,0,33,2,1452.1,3,11,2006,0
0,0.0,0,2,1.0,2,0,29,1,4,0,64,2,1567.75,5,6,2006,0
2,0.0,1,2,0.0,1,0,30,0,2,9,126,0,1797.29,5,6,2005,0
0,0.0,1,4,0.0,1,0,34,1,2,12,26,0,1821.91,5,2,2009,0
2,0.0,1,4,0.0,1,0,30,0,2,9,136,0,1833.85,2,6,2003,0
0,0.0,0,2,1.0,1,0,30,1,2,9,80,2,1624.83,5,6,2007,0
0,0.0,0,2,1.0,1,0,30,1,2,9,94,2,1677.43,5,6,2007,0
2,1.0,4,6,0.0,0,1,38,0,1,13,237,1,809.88,2,10,2014,0
2,0.0,0,5,1.0,0,1,34,0,2,7,127,0,1223.51,1,9,2009,0
2,1.0,0,6,0.0,0,1,39,0,3,13,239,2,828.89,2,9,2013,0
2,2.0,0,5,0.0,0,1,38,0,3,13,237,1,811.5,2,10,2014,0
2,1.0,0,6,0.0,0,1,39,0,3,7,239,1,828.42,1,9,2013,0
2,2.0,1,2,,0,1,28,0,3,6,2,1,1340.58,5,7,2008,0
2,0.0,3,2,,2,1,34,0,6,1,179,2,1060.44,0,3,2005,1
2,0.0,3,2,1.0,1,1,22,1,0,12,23,1,1370.64,4,7,2003,0
2,0.0,3,2,,1,1,22,0,0,6,6,1,1342.42,5,7,2004,0
2,0.0,3,6,,1,1,21,0,0,6,8,1,1344.81,5,7,2003,0
2,2.0,3,2,1.0,1,1,24,1,3,6,5,1,1341.71,1,7,2005,0
0,2.0,4,2,1.0,1,1,39,1,5,1,233,2,1274.36,5,10,2000,0
0,0.0,1,2,1.0,1,1,30,1,2,6,136,2,1313.76,3,10,1995,0
0,2.0,3,2,1.0,0,1,36,1,5,10,210,2,1206.75,4,13,1999,0
0,2.0,4,2,1.0,1,1,39,1,5,1,238,1,1288.41,5,10,2001,0
0,2.0,3,2,1.0,1,1,40,1,3,1,240,2,1294.61,5,5,2001,0
0,0.0,3,2,1.0,0,1,33,1,2,6,173,2,1259.33,5,10,1997,0
0,2.0,1,2,1.0,0,1,37,1,5,6,216,2,1195.65,4,13,2001,0
2,0.0,0,6,1.0,1,1,32,1,3,8,109,2,1087.83,3,12,2003,0
2,0.0,0,6,,1,1,33,0,1,0,124,2,1142.53,3,12,2009,0
2,0.0,0,6,1.0,1,1,32,0,3,8,101,2,1065.47,3,5,2000,0
2,0.0,4,4,1.0,1,1,33,0,3,8,88,2,1151.11,2,12,2010,0
2,0.0,0,2,1.0,1,1,33,1,3,2,123,1,1132.9,3,12,2008,0
2,0.0,4,6,1.0,1,1,34,0,3,8,84,0,1152.14,3,12,2011,0
2,0.0,4,4,1.0,1,1,34,0,3,3,57,2,1158.88,2,4,2012,0
2,0.0,0,6,1.0,1,1,32,0,1,8,114,1,1146.4,3,12,2008,0
2,1.0,0,5,0.0,0,1,35,0,3,13,59,2,1081.22,4,11,2006,0
2,1.0,0,5,1.0,0,1,35,0,6,13,71,0,1070.99,4,4,2007,1
0,2.0,1,4,,2,1,42,0,6,13,254,2,1148.23,2,13,2010,1
2,1.0,1,6,1.0,0,1,32,0,3,3,52,0,1096.23,2,12,2003,0
2,0.0,0,4,,0,1,34,0,3,11,67,0,1018.5,4,12,2007,0
2,1.0,0,6,,0,1,34,1,3,3,49,0,1091.66,2,11,2004,0
0,2.0,1,2,,0,1,46,0,6,4,289,2,1443.97,3,13,2014,0
0,2.0,1,2,,0,0,46,1,6,1,271,1,1344.67,2,13,2011,0
0,2.0,4,2,,0,0,47,1,6,3,280,0,1387.5,2,8,2011,0
0,0.0,0,1,,0,1,20,0,3,2,10,1,1147.96,1,7,2010,1
0,2.0,4,2,1.0,0,0,43,1,0,1,240,1,1207.63,2,13,2008,0
0,2.0,1,2,1.0,0,0,47,1,6,2,292,2,1453.57,2,13,2013,0
0,0.0,1,2,0.0,2,1,36,0,3,9,163,2,1105.55,3,11,2004,0
0,0.0,1,2,0.0,2,1,34,0,0,8,153,2,884.33,0,11,2007,0
0,0.0,1,2,0.0,2,1,34,0,0,8,153,2,883.75,0,6,2007,1
0,1.0,1,2,0.0,1,1,33,0,1,9,51,2,1294.83,5,11,2002,0
0,1.0,1,2,,1,1,32,1,1,12,8,2,1364.85,0,11,2002,0
2,2.0,3,2,1.0,0,0,32,1,0,13,129,1,1115.7,5,12,2003,1
0,1.0,0,2,0.0,2,1,35,1,1,9,123,2,1179.06,0,11,2003,0
0,1.0,3,6,,1,1,58,1,4,11,425,2,1135.55,3,9,2006,0
0,0.0,4,6,,2,1,59,1,4,10,429,2,1286.0,3,14,2013,0
0,1.0,3,2,,1,1,58,1,3,11,431,1,1141.92,3,14,2005,0
0,2.0,4,6,,2,1,59,1,6,10,425,2,1258.83,3,13,2012,0
0,0.0,3,2,,1,1,58,1,4,11,407,2,1117.97,1,14,2009,1
2,0.0,3,4,,1,1,53,1,3,13,341,2,1187.47,0,14,2005,0
2,1.0,3,5,,2,1,26,1,1,1,77,0,1080.57,3,7,2005,1
0,1.0,3,6,,1,1,58,1,3,3,410,2,1121.4,1,14,2008,0
3,,2,2,,2,1,29,0,3,6,119,0,1078.38,1,1,2012,0
3,,2,4,,2,0,30,1,6,10,94,2,1079.15,5,1,2014,0
3,,2,2,1.0,1,1,28,0,3,4,103,2,1075.7,1,1,2009,0
1,,2,6,0.0,2,0,34,0,6,6,134,2,1074.83,0,8,2013,0
1,,2,6,0.0,2,0,33,0,3,6,137,2,1077.06,0,8,2014,0
2,1.0,3,2,0.0,1,0,59,1,3,10,429,1,1190.26,4,6,2012,0
2,0.0,4,2,1.0,1,1,52,1,2,10,355,2,1210.91,4,6,2009,0
2,2.0,4,2,0.0,1,0,58,1,2,7,422,1,1190.85,3,6,2012,0
0,2.0,4,2,0.0,1,0,59,1,3,10,428,1,1190.34,4,6,2012,0
2,2.0,3,2,1.0,1,1,53,0,2,10,363,1,1208.02,2,6,2009,0
2,0.0,4,2,0.0,1,1,50,1,2,3,328,1,1220.48,2,6,2007,0
2,1.0,4,2,0.0,1,0,62,1,2,10,460,1,1187.98,3,12,2011,0
2,1.0,1,4,1.0,0,1,48,1,5,1,274,2,1232.59,5,8,2002,0
0,0.0,3,5,0.0,1,0,31,0,3,4,78,2,1550.01,5,7,2009,1
2,1.0,1,5,1.0,0,1,49,0,5,13,318,1,1409.62,5,8,2005,0
2,0.0,1,4,1.0,0,1,50,1,0,1,304,1,1220.07,5,8,2002,0
2,0.0,1,5,1.0,0,1,49,1,5,0,291,2,1225.38,5,1,2002,0
2,0.0,1,0,1.0,0,1,44,1,5,5,250,0,1273.0,5,12,2002,0
2,1.0,1,0,1.0,0,1,45,1,6,0,251,0,1257.14,4,12,2002,0
2,1.0,4,5,,0,1,49,0,5,0,319,1,1412.96,5,9,2005,0
2,0.0,0,5,1.0,0,1,45,1,6,0,251,0,1257.39,5,8,2002,0
2,0.0,4,2,1.0,0,1,47,1,5,13,275,1,1300.19,5,9,2004,0
3,,2,2,,0,1,28,0,6,7,21,2,1096.24,4,11,2013,0
1,,2,2,0.0,0,1,30,1,2,9,59,0,1148.95,0,11,2010,1
1,,2,2,,0,1,31,1,0,9,84,2,1195.35,2,7,2013,0
3,,4,2,,0,1,29,0,0,9,43,2,1133.07,2,11,2014,0
3,,4,2,0.0,0,1,32,0,2,9,96,0,1199.81,4,10,2006,0
1,,2,6,,0,1,27,0,0,7,6,2,1076.1,4,11,2015,0
0,1.0,0,2,,1,1,36,1,4,6,147,2,1067.69,3,4,1999,0
2,1.0,4,2,0.0,1,0,33,0,4,5,73,1,1024.13,4,4,2000,0
2,0.0,3,5,0.0,2,1,38,0,6,5,182,1,949.38,0,4,2004,0
2,1.0,3,2,0.0,1,1,37,1,0,6,151,1,1074.54,3,4,1999,0
2,0.0,3,2,,1,1,37,1,4,1,163,1,954.2,0,4,2003,0
0,1.0,3,2,,1,1,35,1,4,6,134,1,1037.13,4,12,2000,0
2,1.0,0,5,,2,1,42,0,6,5,247,1,932.28,0,4,2005,0
2,2.0,4,1,,0,1,52,1,5,8,354,1,1424.18,1,2,2007,0
0,0.0,4,4,1.0,0,1,47,0,4,5,360,2,1373.64,1,9,2012,1
0,2.0,0,1,1.0,1,1,52,0,0,11,358,1,1432.99,1,2,2008,1
0,2.0,4,6,1.0,1,1,45,0,0,12,317,2,1288.41,0,8,2012,0
0,2.0,0,6,1.0,1,1,44,0,5,8,311,1,1270.3,0,11,2012,0
2,0.0,4,6,,0,1,52,0,5,8,356,1,1427.79,2,8,2008,0
2,0.0,3,1,1.0,1,0,46,1,4,13,264,0,1240.99,3,9,2008,0
2,0.0,3,2,1.0,2,1,47,1,4,13,313,0,1176.36,3,9,2004,0
2,1.0,0,2,1.0,1,0,44,0,4,9,252,0,1210.22,3,3,2009,0
2,1.0,3,2,,2,1,42,1,6,12,254,1,1483.24,5,8,2014,1
2,0.0,3,1,1.0,1,0,46,1,4,8,284,0,1214.79,2,9,2006,0
2,0.0,3,2,1.0,2,1,47,1,4,8,316,0,1173.26,2,6,2004,0
2,0.0,1,2,1.0,1,0,46,0,0,13,261,0,1245.62,3,6,2008,0
2,2.0,1,1,0.0,0,1,49,1,4,11,310,1,1432.9,2,2,2004,0
2,0.0,0,2,,0,1,50,1,0,11,324,1,1418.04,2,13,2004,0
0,2.0,0,6,,1,1,52,1,0,8,358,2,1433.82,2,8,2009,0
2,0.0,1,2,,0,1,51,1,0,11,336,2,1406.47,0,2,2004,0
2,2.0,0,1,,0,1,50,1,0,8,320,1,1422.7,2,2,2004,0
2,0.0,0,1,0.0,0,1,49,1,4,8,313,1,1429.74,0,13,2004,0
2,2.0,4,4,,1,1,31,0,4,2,152,0,1267.73,4,1,2008,1
2,0.0,4,6,1.0,0,1,52,0,5,11,352,2,1418.91,1,2,2007,0
2,2.0,1,2,0.0,0,1,47,1,4,11,282,1,1460.11,0,13,2005,0
0,2.0,0,6,0.0,2,1,35,0,2,13,155,1,1595.34,4,7,2003,0
0,2.0,1,6,0.0,1,1,26,0,1,8,73,1,1574.08,5,7,1998,0
0,2.0,1,6,,2,1,31,1,2,3,88,1,1490.96,5,7,2000,0
0,2.0,0,6,0.0,2,1,29,0,1,13,95,1,1372.89,5,12,2008,0
0,2.0,1,6,,2,1,30,0,6,1,79,1,1417.6,1,12,2003,0
0,1.0,4,6,,0,1,39,1,4,0,234,2,1134.21,0,13,2000,1
2,1.0,4,6,,0,1,38,1,5,0,227,0,1133.3,0,13,2000,0
0,2.0,4,6,1.0,0,1,40,1,4,6,255,2,1169.33,0,13,2000,0
0,2.0,0,1,0.0,1,1,31,1,4,3,143,2,1331.59,0,13,2005,0
0,1.0,4,6,1.0,0,1,39,1,4,6,241,1,1185.72,1,13,2000,0
2,2.0,0,2,,2,1,35,0,1,0,199,0,1621.78,2,6,2007,1
0,1.0,0,6,0.0,1,1,33,1,2,3,165,2,1301.46,0,13,2004,0
0,2.0,1,6,,0,0,45,0,2,9,267,0,1327.04,3,12,2008,0
0,2.0,1,6,,1,0,46,0,2,9,261,1,1314.78,5,12,2010,0
3,2.0,2,5,,0,0,44,0,2,6,263,1,1259.91,1,12,2008,0
3,,4,5,,0,0,42,1,2,3,242,0,1011.24,1,12,2007,0
0,0.0,4,6,,0,0,45,0,2,6,265,1,1321.55,5,12,2009,0
3,2.0,4,5,,0,0,42,0,1,3,239,0,972.99,1,2,2007,0
0,0.0,1,6,,0,0,45,0,2,9,266,0,1325.21,5,12,2009,0
0,2.0,2,5,,0,0,43,1,2,6,249,0,1093.43,1,2,2007,0
2,1.0,4,0,,1,1,48,0,5,3,291,2,1234.45,4,14,2002,0
2,0.0,1,4,,1,1,41,0,5,3,287,2,1216.65,4,9,2003,0
2,1.0,1,4,,1,1,45,0,3,3,285,2,1217.59,0,14,2002,0
2,1.0,1,4,0.0,1,1,41,0,4,5,293,2,1227.97,4,9,2003,0
2,1.0,4,4,,1,1,44,1,5,13,283,2,1213.24,0,4,2001,0
2,1.0,1,5,,1,1,39,1,5,12,241,2,1253.87,4,10,2001,0
2,1.0,1,0,,0,1,46,1,4,5,344,2,1336.05,4,9,2010,0
2,1.0,1,4,,1,1,47,0,3,13,289,0,1228.55,4,4,2002,1
0,1.0,4,4,,2,1,30,1,1,8,104,1,998.3,2,7,2011,1
3,,2,1,1.0,2,1,43,0,0,1,247,2,976.5,4,5,1996,0
1,,2,5,0.0,2,1,36,0,3,3,143,2,1043.31,1,8,2001,1
3,,2,1,0.0,2,1,42,1,0,1,241,2,977.7,4,5,1996,0
3,,2,5,,1,1,40,0,1,12,227,2,991.31,2,1,2004,0
3,,2,1,0.0,2,1,43,0,0,1,248,2,976.21,4,5,1996,0
3,,4,5,,2,1,42,0,3,12,238,1,985.63,4,1,2001,0
3,,4,5,,1,1,38,1,3,3,213,2,998.28,2,6,2007,0
1,,2,5,0.0,2,1,40,0,1,10,199,2,1010.81,1,8,1998,0
1,,2,3,,1,1,43,1,0,0,257,1,1319.15,1,3,2005,0
0,0.0,0,6,0.0,0,1,43,1,1,11,280,2,1150.72,0,14,2009,1
1,,2,6,,0,1,47,1,0,0,324,1,1464.88,1,9,2008,0
1,,2,6,1.0,1,1,43,0,2,0,264,1,1280.54,1,3,2005,0
3,,2,6,0.0,0,1,46,1,0,0,314,1,1385.61,1,9,2008,1
3,,2,6,0.0,0,1,48,1,3,0,331,1,1511.64,1,9,2009,0
3,,2,5,,0,1,42,0,0,0,275,1,1177.74,5,3,2006,0
3,,2,4,,0,1,45,1,3,0,306,1,1331.27,1,3,2007,0
1,,4,6,,2,0,28,0,2,10,32,2,1077.87,5,8,2011,0
1,,4,6,,2,0,29,1,4,6,57,2,1097.01,5,8,2008,0
1,,2,4,,2,0,29,1,2,6,87,1,1126.47,1,4,2006,0
1,,2,4,,2,1,34,0,6,6,122,2,1219.37,3,3,2013,0
1,,4,3,,2,0,31,0,2,6,148,2,1339.48,1,3,1999,0
1,,4,6,,2,0,28,1,4,10,33,2,1078.92,5,8,2011,0
1,,4,4,,2,0,31,0,2,6,98,1,1155.8,3,4,2008,0
1,,4,4,,2,0,28,1,2,10,36,2,1080.87,1,3,2011,0
0,0.0,1,2,0.0,1,1,52,1,3,12,357,0,1025.09,1,4,2009,0
0,2.0,1,2,1.0,2,1,46,1,1,12,276,2,1081.3,1,10,2008,0
0,2.0,4,2,0.0,1,1,51,1,3,12,337,0,1038.61,1,10,2009,0
0,0.0,4,2,0.0,2,1,43,1,1,4,233,2,984.76,5,4,2010,0
0,0.0,4,3,1.0,2,1,43,0,1,4,233,2,990.76,5,2,2010,0
0,0.0,4,2,,1,1,28,1,1,9,87,0,1532.39,0,8,2003,0
0,0.0,1,3,,1,1,29,1,6,9,65,0,1493.63,3,3,1995,0
0,0.0,1,3,,1,1,29,1,5,1,74,0,1464.91,3,3,1995,0
2,1.0,1,4,,0,1,20,0,3,13,24,1,1196.0,4,1,2011,1
2,2.0,3,6,,1,1,33,1,5,9,175,0,1567.7,2,6,2000,0
0,0.0,0,3,,2,1,29,1,5,1,97,0,1393.88,3,8,1996,0
0,2.0,3,6,,1,1,32,1,5,9,146,0,1557.05,2,8,1999,0
3,,2,6,1.0,1,1,37,1,0,0,212,0,1041.79,4,8,1999,0
3,,2,1,1.0,1,1,41,1,0,1,224,0,1009.88,4,5,1998,0
3,,2,1,,1,1,38,1,5,1,212,0,1026.77,0,8,1998,0
3,,2,6,1.0,2,1,36,1,0,1,214,0,1103.08,4,5,2000,0
3,,4,1,0.0,1,1,44,0,0,1,250,2,1187.17,3,5,2002,0
3,,2,6,1.0,2,1,36,0,2,2,160,2,1243.73,3,14,2007,1
3,,2,1,1.0,1,1,42,1,0,9,239,2,1037.94,4,5,1999,0
3,,2,1,1.0,1,1,48,1,0,1,284,2,1121.72,0,5,2001,0
1,,2,1,1.0,1,1,42,0,0,12,234,2,1105.31,3,13,2000,0
2,0.0,3,2,0.0,1,1,38,1,2,6,192,2,1153.56,1,9,2006,0
2,0.0,4,6,,2,1,36,0,2,6,159,2,1384.79,4,12,2003,0
2,2.0,3,6,0.0,1,1,35,1,2,6,149,2,1205.97,1,9,2002,0
2,0.0,4,2,0.0,2,1,37,0,5,1,164,2,1395.61,0,12,2004,0
2,0.0,3,6,0.0,2,1,36,0,5,1,154,2,1371.5,4,12,2003,0
2,2.0,3,2,0.0,1,1,38,0,6,12,195,2,1149.22,4,12,2006,0
2,0.0,0,5,0.0,1,1,46,1,1,5,273,2,1078.41,2,9,2007,1
2,2.0,3,6,0.0,1,1,37,1,6,12,170,2,1180.96,4,12,2004,0
2,1.0,1,4,1.0,0,1,51,0,5,13,354,0,1405.03,5,9,2004,0
2,1.0,0,2,1.0,0,1,44,0,6,13,284,2,1396.21,5,12,2002,0
2,1.0,1,5,1.0,0,1,48,0,5,0,296,2,1354.32,5,9,2004,0
